case_id,qid,property,track,class,subtype,confidence,selection_stratum,analysis_slice,analysis_slice_precise,main_score,diagnostic_only,popularity_bucket,constraint_family,decision_constraint_type_qid,decision_constraint_type_label,decision_constraint_source,classification_rule_family,classification_rule_subfamily,truth_source,truth_token_kind,truth_tokens_preview,decision_branch,local_match_kind,local_match_source,tbox_revision_key,group_key,selected_violation_name,candidate_violation_names,mapped_report_constraint_qid,mapped_report_constraint_label,mapped_report_family,target_constraint_qid,target_constraint_label,target_constraint_selection_reason,target_constraint_selection_confidence,target_constraint_is_changed,target_constraint_is_related_family,compatible_value_overlap_with_report_qids,compatible_property_overlap_with_report_pids,compatible_language_overlap_with_report_langs,compatible_scope_overlap_with_report_values,incompatible_overlap_ignored,value_specific_without_overlap,compatible_overlap_used,compatible_overlap_reason,semantic_changed_qualifier_properties,ignored_changed_qualifier_properties,semantic_added_values,semantic_removed_values,ignored_added_values,ignored_removed_values,qualifier_filter_reason,directional_subtype_precise,set_semantics,set_operation,polarity,polarity_basis,potential_directional_subtype_precise,potential_set_semantics,potential_set_operation,potential_polarity,potential_polarity_basis,potential_directional_subtype_basis,repair_locus_correct,historical_target_well_defined,target_visible_locally,extractor_missed_local_evidence,external_evidence_required,typec_judgment,typea_judgment,typeb_judgment,tbox_judgment,core_recommendation,notes,annotator_id,annotation_timestamp_utc
reform_Q114705356_P9899_2316258676,Q114705356,P9899,T_BOX,T_BOX,UNKNOWN_TBOX_CAUSALITY,low,TBOX_UNKNOWN_TBOX_CAUSALITY,diagnostic_tbox_unknown_causality,,FALSE,TRUE,tail,Q52004125,Q21503247,item-requires-statement constraint,mapped_violation_constraint_changed,tbox_schema_causality,unknown_tbox_causality,none_expected,none_expected,[],,,,TBOX::P9899::2316258676,TBOX::P9899::2316258676,Item P|1476,"[""Item P|1476""]",Q21503247,item requires statement constraint,required_statement,Q21503247,item requires statement constraint,mapped_violation_constraint_changed,high,TRUE,FALSE,,,,,,TRUE,FALSE,no_type_compatible_overlap,,"[""P2309"", ""P5314""]",,,"[""Q30208840""]","[""Q30208840""]",all_changed_qualifiers_are_metadata_or_irrelevant_for_family,,,,,,,,,,,,unclear,unclear,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,coincidental_or_weak,diagnostic,"Diagnostic unknown-causality T-box case: mapped required_statement constraint Q21503247 exists/changed, but semantic changes are absent or only ignored metadata ([""P2309"", ""P5314""]), and concrete report overlap is missing.",chatgpt_tbox_example,2026-06-02T12:30:00Z
reform_Q974170_P166_2254793027,Q974170,P166,T_BOX,T_BOX,UNKNOWN_TBOX_CAUSALITY,low,TBOX_UNKNOWN_TBOX_CAUSALITY,diagnostic_tbox_unknown_causality,,FALSE,TRUE,mid,Q21510851,Q21503247,item-requires-statement constraint,mapped_violation_constraint_changed,tbox_schema_causality,unknown_tbox_causality,none_expected,none_expected,[],,,,TBOX::P166::2254793027,TBOX::P166::2254793027,Item P|31,"[""Item P|31""]",Q21503247,item requires statement constraint,required_statement,Q21503247,item requires statement constraint,mapped_violation_constraint_changed,high,TRUE,FALSE,,,,,,TRUE,FALSE,no_type_compatible_overlap,,"[""P4680""]",,,"[""Q29934200""]",,all_changed_qualifiers_are_metadata_or_irrelevant_for_family,,,,,,,,,,,,unclear,unclear,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,coincidental_or_weak,diagnostic,"Diagnostic unknown-causality T-box case: mapped required_statement constraint Q21503247 exists/changed, but semantic changes are absent or only ignored metadata ([""P4680""]), and concrete report overlap is missing.",chatgpt_tbox_example,2026-06-02T12:30:00Z
reform_Q28151040_P6597_2040528587,Q28151040,P6597,T_BOX,T_BOX,UNKNOWN_TBOX_CAUSALITY,low,TBOX_UNKNOWN_TBOX_CAUSALITY,diagnostic_tbox_unknown_causality,,FALSE,TRUE,tail,Q19474404,Q21503247,item-requires-statement constraint,mapped_violation_constraint_changed,tbox_schema_causality,unknown_tbox_causality,none_expected,none_expected,[],,,,TBOX::P6597::2040528587,TBOX::P6597::2040528587,Item P|407,"[""Item P|407""]",Q21503247,item requires statement constraint,required_statement,Q21503247,item requires statement constraint,mapped_violation_constraint_changed,high,TRUE,FALSE,,,,,,TRUE,FALSE,no_type_compatible_overlap,,"[""P4680""]",,,"[""Q29934200""]",,all_changed_qualifiers_are_metadata_or_irrelevant_for_family,,,,,,,,,,,,unclear,unclear,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,coincidental_or_weak,diagnostic,"Diagnostic unknown-causality T-box case: mapped required_statement constraint Q21503247 exists/changed, but semantic changes are absent or only ignored metadata ([""P4680""]), and concrete report overlap is missing.",chatgpt_tbox_example,2026-06-02T12:30:00Z
reform_Q37039974_P6597_2040528587,Q37039974,P6597,T_BOX,T_BOX,UNKNOWN_TBOX_CAUSALITY,low,TBOX_UNKNOWN_TBOX_CAUSALITY,diagnostic_tbox_unknown_causality,,FALSE,TRUE,mid,Q19474404,Q21503247,item-requires-statement constraint,mapped_violation_constraint_changed,tbox_schema_causality,unknown_tbox_causality,none_expected,none_expected,[],,,,TBOX::P6597::2040528587,TBOX::P6597::2040528587,Item P|407,"[""Item P|407""]",Q21503247,item requires statement constraint,required_statement,Q21503247,item requires statement constraint,mapped_violation_constraint_changed,high,TRUE,FALSE,,,,,,TRUE,FALSE,no_type_compatible_overlap,,"[""P4680""]",,,"[""Q29934200""]",,all_changed_qualifiers_are_metadata_or_irrelevant_for_family,,,,,,,,,,,,unclear,unclear,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,coincidental_or_weak,diagnostic,"Diagnostic unknown-causality T-box case: mapped required_statement constraint Q21503247 exists/changed, but semantic changes are absent or only ignored metadata ([""P4680""]), and concrete report overlap is missing.",chatgpt_tbox_example,2026-06-02T12:30:00Z
reform_Q28008281_P5800_1839493915,Q28008281,P5800,T_BOX,T_BOX,UNKNOWN_TBOX_CAUSALITY,low,TBOX_UNKNOWN_TBOX_CAUSALITY,diagnostic_tbox_unknown_causality,,FALSE,TRUE,tail,Q21510865,Q21503250,subject type constraint,mapped_violation_constraint_changed,tbox_schema_causality,unknown_tbox_causality,none_expected,none_expected,[],,,,TBOX::P5800::1839493915,TBOX::P5800::1839493915,Type Q|386724,"[""Type Q|386724""]",Q21503250,type constraint,type,Q21503250,type constraint,mapped_violation_constraint_changed,high,TRUE,FALSE,,,,,,TRUE,FALSE,no_type_compatible_overlap,,"[""P4680""]",,,"[""Q46466787""]",,all_changed_qualifiers_are_metadata_or_irrelevant_for_family,,,,,,,,,,,,unclear,unclear,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,coincidental_or_weak,diagnostic,"Diagnostic unknown-causality T-box case: mapped type constraint Q21503250 exists/changed, but semantic changes are absent or only ignored metadata ([""P4680""]), and concrete report overlap is missing.",chatgpt_tbox_example,2026-06-02T12:30:00Z
reform_Q55716932_P5800_1839493915,Q55716932,P5800,T_BOX,T_BOX,UNKNOWN_TBOX_CAUSALITY,low,TBOX_UNKNOWN_TBOX_CAUSALITY,diagnostic_tbox_unknown_causality,,FALSE,TRUE,mid,Q21510865,Q21503250,subject type constraint,mapped_violation_constraint_changed,tbox_schema_causality,unknown_tbox_causality,none_expected,none_expected,[],,,,TBOX::P5800::1839493915,TBOX::P5800::1839493915,Type Q|386724,"[""Type Q|386724""]",Q21503250,type constraint,type,Q21503250,type constraint,mapped_violation_constraint_changed,high,TRUE,FALSE,,,,,,TRUE,FALSE,no_type_compatible_overlap,,"[""P4680""]",,,"[""Q46466787""]",,all_changed_qualifiers_are_metadata_or_irrelevant_for_family,,,,,,,,,,,,unclear,unclear,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,coincidental_or_weak,diagnostic,"Diagnostic unknown-causality T-box case: mapped type constraint Q21503250 exists/changed, but semantic changes are absent or only ignored metadata ([""P4680""]), and concrete report overlap is missing.",chatgpt_tbox_example,2026-06-02T12:30:00Z
reform_Q114669459_P9899_2316258676,Q114669459,P9899,T_BOX,T_BOX,UNKNOWN_TBOX_CAUSALITY,low,TBOX_UNKNOWN_TBOX_CAUSALITY,diagnostic_tbox_unknown_causality,,FALSE,TRUE,mid,Q52004125,Q21503247,item-requires-statement constraint,mapped_violation_constraint_changed,tbox_schema_causality,unknown_tbox_causality,none_expected,none_expected,[],,,,TBOX::P9899::2316258676,TBOX::P9899::2316258676,Item P|1476,"[""Item P|1476""]",Q21503247,item requires statement constraint,required_statement,Q21503247,item requires statement constraint,mapped_violation_constraint_changed,high,TRUE,FALSE,,,,,,TRUE,FALSE,no_type_compatible_overlap,,"[""P2309"", ""P5314""]",,,"[""Q30208840""]","[""Q30208840""]",all_changed_qualifiers_are_metadata_or_irrelevant_for_family,,,,,,,,,,,,unclear,unclear,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,coincidental_or_weak,diagnostic,"Diagnostic unknown-causality T-box case: mapped required_statement constraint Q21503247 exists/changed, but semantic changes are absent or only ignored metadata ([""P2309"", ""P5314""]), and concrete report overlap is missing.",chatgpt_tbox_example,2026-06-02T12:30:00Z
repair_Q15564178_2086445496,Q15564178,P3795,A_BOX,TypeA,FORMAT_NORMALIZATION,high,TypeA_FORMAT_NORMALIZATION,main_ic_l_format_normalization,,TRUE,FALSE,mid,Q19474404,Q21502404,format constraint,classifier_rule,format,strip_trailing_slash,repair_target.new_value,literal,"[""CREACU""]",format_normalization,,,,ABOX::Q15564178::P3795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,not_applicable,no,not_typec,clean_rule_or_format,not_typeb,not_tbox,main,,1,2026-06-02T10:10:11+00:00
reform_Q4520451_P18_2393757166,Q4520451,P18,T_BOX,T_BOX,UNKNOWN_TBOX_CAUSALITY,low,TBOX_UNKNOWN_TBOX_CAUSALITY,diagnostic_tbox_unknown_causality,,FALSE,TRUE,tail,Q21502404,,,no_matching_changed_constraint,tbox_schema_causality,unknown_tbox_causality,none_expected,none_expected,[],,,,TBOX::P18::2393757166,TBOX::P18::2393757166,Q|13406463,"[""Q|13406463""]",,,unknown,,,no_matching_changed_constraint,low,FALSE,FALSE,,,,,,FALSE,FALSE,no_type_compatible_overlap,,,,,,,,,,,,,,,,,,,unclear,unclear,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,coincidental_or_weak,diagnostic,Diagnostic unknown-causality T-box case: report 'Q|13406463' could not be mapped to a changed semantic constraint target. Keep diagnostic.,chatgpt_tbox_example,2026-06-02T12:30:00Z
reform_Q954457_P2521_1725922197,Q954457,P2521,T_BOX,T_BOX,UNKNOWN_TBOX_CAUSALITY,low,TBOX_UNKNOWN_TBOX_CAUSALITY,diagnostic_tbox_unknown_causality,,FALSE,TRUE,mid,Q53869507,Q21503247,item-requires-statement constraint,mapped_violation_constraint_changed,tbox_schema_causality,unknown_tbox_causality,none_expected,none_expected,[],,,,TBOX::P2521::1725922197,TBOX::P2521::1725922197,Item P|3321,"[""Item P|3321""]",Q21503247,item requires statement constraint,required_statement,Q21503247,item requires statement constraint,mapped_violation_constraint_changed,high,TRUE,FALSE,,,,,,TRUE,FALSE,no_type_compatible_overlap,,"[""P4680""]",,,"[""Q29934200""]",,all_changed_qualifiers_are_metadata_or_irrelevant_for_family,,,,,,,,,,,,unclear,unclear,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,coincidental_or_weak,diagnostic,"Diagnostic unknown-causality T-box case: mapped required_statement constraint Q21503247 exists/changed, but semantic changes are absent or only ignored metadata ([""P4680""]), and concrete report overlap is missing.",chatgpt_tbox_example,2026-06-02T12:30:00Z
reform_Q16253469_P175_2292837202,Q16253469,P175,T_BOX,T_BOX,UNKNOWN_TBOX_CAUSALITY,low,TBOX_UNKNOWN_TBOX_CAUSALITY,diagnostic_tbox_unknown_causality,,FALSE,TRUE,head,Q52004125,Q21510865,value-type constraint,mapped_violation_constraint_changed,tbox_schema_causality,unknown_tbox_causality,none_expected,none_expected,[],,,,TBOX::P175::2292837202,TBOX::P175::2292837202,"Value type Q|5, Q|2088357, Q|15632617, Q|60614352, Q|215380, Q|6619719, Q|15711870, Q|15773317, Q|59755569, Q|18510489, Q|2416217, Q|15267437, Q|66481339, Q|65209857, Q|14514600, Q|12973014, Q|2393314, Q|5354754, Q|2013644, Q|26401003, Q|729, Q|1569167","[""Value type Q|5, Q|2088357, Q|15632617, Q|60614352, Q|215380, Q|6619719, Q|15711870, Q|15773317, Q|59755569, Q|18510489, Q|2416217, Q|15267437, Q|66481339, Q|65209857, Q|14514600, Q|12973014, Q|2393314, Q|5354754, Q|2013644, Q|26401003, Q|729, Q|1569167""]",Q21510865,value-type constraint,value_type,Q21510865,value-type constraint,mapped_violation_constraint_changed,high,TRUE,FALSE,,,,,,TRUE,FALSE,no_type_compatible_overlap,,"[""P2305""]",,,"[""Q84310035""]",,all_changed_qualifiers_are_metadata_or_irrelevant_for_family,,,,,,,,,,,,unclear,unclear,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,coincidental_or_weak,diagnostic,"Diagnostic unknown-causality T-box case: mapped value_type constraint Q21510865 exists/changed, but semantic changes are absent or only ignored metadata ([""P2305""]), and concrete report overlap is missing.",chatgpt_tbox_example,2026-06-02T12:30:00Z
repair_Q122922920_2440236730,Q122922920,P170,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,,TRUE,FALSE,tail,Q21510865,,,classifier_rule,negative_rule_and_local_scan,external_by_elimination,repair_target.new_value,literal,"[""SOMEVALUE""]",external_by_elimination,,,,ABOX::Q122922920::P170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,no,not_applicable,no,not_typec,clean_rule_or_format,not_typeb,not_tbox,needs_discussion,Not a clean TypeC example: None-of/set-membership style repair replaces the disallowed 'anonymous' item with Wikidata unknown value (SOMEVALUE). This is closer to rule-level cleanup than external evidence; keep for discussion/reclassification.,chatgpt_typec_example,2026-06-02T12:00:00Z
repair_Q122922949_2440236775,Q122922949,P170,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,,TRUE,FALSE,tail,Q21510865,,,classifier_rule,negative_rule_and_local_scan,external_by_elimination,repair_target.new_value,literal,"[""SOMEVALUE""]",external_by_elimination,,,,ABOX::Q122922949::P170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,no,not_applicable,no,not_typec,clean_rule_or_format,not_typeb,not_tbox,needs_discussion,Not a clean TypeC example: None-of/set-membership style repair replaces the disallowed 'anonymous' item with Wikidata unknown value (SOMEVALUE). This is closer to rule-level cleanup than external evidence; keep for discussion/reclassification.,chatgpt_typec_example,2026-06-02T12:00:00Z
reform_Q23838605_P166_2254793027,Q23838605,P166,T_BOX,T_BOX,UNKNOWN_TBOX_CAUSALITY,low,TBOX_UNKNOWN_TBOX_CAUSALITY,diagnostic_tbox_unknown_causality,,FALSE,TRUE,head,Q21510851,,,no_matching_changed_constraint,tbox_schema_causality,unknown_tbox_causality,none_expected,none_expected,[],,,,TBOX::P166::2254793027,TBOX::P166::2254793027,Q|41176,"[""Q|41176""]",,,unknown,,,no_matching_changed_constraint,low,FALSE,FALSE,,,,,,FALSE,FALSE,no_type_compatible_overlap,,,,,,,,,,,,,,,,,,,unclear,unclear,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,coincidental_or_weak,diagnostic,Diagnostic unknown-causality T-box case: report 'Q|41176' could not be mapped to a changed semantic constraint target. Keep diagnostic.,chatgpt_tbox_example,2026-06-02T12:30:00Z
repair_Q123754467_2443050600,Q123754467,P1146,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,,TRUE,FALSE,mid,Q21502404,,,classifier_rule,negative_rule_and_local_scan,external_by_elimination,repair_target.new_value,numeric,"[""14681420""]",external_by_elimination,,,,ABOX::Q123754467::P1146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,no,no,yes,external_by_elimination_ok,not_typea,not_typeb,not_tbox,main,"External-by-elimination appears appropriate: no independent local match was recorded for the changed target [""14681420""]; P1146 repair for 'Cassia Hameline' likely needs external/domain/provenance evidence beyond the supplied local graph.",chatgpt_typec_example,2026-06-02T12:00:00Z
repair_Q107352535_2443599373,Q107352535,P4404,A_BOX,TypeA,DELETE_AMBIGUOUS,low,TypeA_DELETE_AMBIGUOUS,diagnostic_ambiguous_delete,,FALSE,TRUE,mid,Q52004125,,,classifier_rule,rule_or_logical,delete_ambiguous,none_expected,none_expected,[],delete_refined,,,,ABOX::Q107352535::P4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q78529461_2446944294,Q78529461,P2860,A_BOX,TypeA,SELF_LINK_REJECTION,high,TypeA_SELF_LINK_REJECTION,main_ic_l_self_link_rejection,,TRUE,FALSE,mid,Q21510864,,,violation_report,self_link_report,self_link_rejection,repair_target.new_value,qid,"[""Q49182336"", ""Q74634188"", ""Q83292930"", ""Q74807075"", ""Q78882049"", ""...(+10)""]",self_link_rejection,,,,ABOX::Q78529461::P2860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q124482829_2442848415,Q124482829,P2508,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,,TRUE,FALSE,mid,Q21502410,,,classifier_rule,negative_rule_and_local_scan,external_by_elimination,repair_target.new_value,numeric,"[""98746""]",external_by_elimination,,,,ABOX::Q124482829::P2508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,no,no,yes,external_by_elimination_ok,not_typea,not_typeb,not_tbox,main,"External-by-elimination appears appropriate: no independent local match was recorded for the changed target [""98746""]; P2508 repair for 'いまダンスをするのは誰だ?' likely needs external/domain/provenance evidence beyond the supplied local graph.",chatgpt_typec_example,2026-06-02T12:00:00Z
repair_Q100542634_1295676108,Q100542634,P8726,A_BOX,TypeB,LOCAL_TEXT_DERIVED,high,TypeB_LOCAL_TEXT_DERIVED,main_ic_g_local_text_derived,,TRUE,FALSE,tail,Q21502404,,,local_context,local_evidence,local_text_derived,repair_target.new_value,literal,"[""2016/si/186/made""]",local_text_derived,,FOCUS_DESCRIPTION,,ABOX::Q100542634::P8726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,no,no,not_typec,not_typea,local_derived_confirmed,not_tbox,main,,1,2026-06-02T10:10:11+00:00
reform_Q16472548_P131_2437507566,Q16472548,P131,T_BOX,T_BOX,COINCIDENTAL_SCHEMA_CHANGE,low,TBOX_COINCIDENTAL_SCHEMA_CHANGE,diagnostic_tbox_coincidental,,FALSE,TRUE,tail,Q21502838,Q21510864,value-requires-statement constraint,no_matching_changed_constraint,tbox_schema_causality,coincidental_schema_change,none_expected,none_expected,[],,,,TBOX::P131::2437507566,TBOX::P131::2437507566,Target required claim P|17,"[""Target required claim P|17""]",Q21510864,value requires statement constraint,value_required_statement,,,no_matching_changed_constraint,low,FALSE,FALSE,,,,,,FALSE,FALSE,no_type_compatible_overlap,,,,,,,,,,,,,,,,,,,no,unclear,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,coincidental_or_weak,diagnostic,Diagnostic coincidental T-box case: changed schema does not select a target constraint matching the Target required claim P|17 report; no causal link is established.,chatgpt_tbox_example,2026-06-02T12:30:00Z
reform_Q463882_P166_2254793027,Q463882,P166,T_BOX,T_BOX,UNKNOWN_TBOX_CAUSALITY,low,TBOX_UNKNOWN_TBOX_CAUSALITY,diagnostic_tbox_unknown_causality,,FALSE,TRUE,head,Q21510851,,,no_matching_changed_constraint,tbox_schema_causality,unknown_tbox_causality,none_expected,none_expected,[],,,,TBOX::P166::2254793027,TBOX::P166::2254793027,Q|5,"[""Q|5""]",,,unknown,,,no_matching_changed_constraint,low,FALSE,FALSE,,,,,,FALSE,FALSE,no_type_compatible_overlap,,,,,,,,,,,,,,,,,,,unclear,unclear,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,coincidental_or_weak,diagnostic,Diagnostic unknown-causality T-box case: report 'Q|5' could not be mapped to a changed semantic constraint target. Keep diagnostic.,chatgpt_tbox_example,2026-06-02T12:30:00Z
repair_Q109563704_2442329832,Q109563704,P17,A_BOX,TypeA,DELETE_AMBIGUOUS,low,TypeA_DELETE_AMBIGUOUS,diagnostic_ambiguous_delete,,FALSE,TRUE,tail,Q21510851,,,classifier_rule,rule_or_logical,delete_ambiguous,none_expected,none_expected,[],delete_refined,,,,ABOX::Q109563704::P17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q4200853_P2521_1725922197,Q4200853,P2521,T_BOX,T_BOX,UNKNOWN_TBOX_CAUSALITY,low,TBOX_UNKNOWN_TBOX_CAUSALITY,diagnostic_tbox_unknown_causality,,FALSE,TRUE,head,Q53869507,Q21503247,item-requires-statement constraint,mapped_violation_constraint_changed,tbox_schema_causality,unknown_tbox_causality,none_expected,none_expected,[],,,,TBOX::P2521::1725922197,TBOX::P2521::1725922197,Item P|3321,"[""Item P|3321""]",Q21503247,item requires statement constraint,required_statement,Q21503247,item requires statement constraint,mapped_violation_constraint_changed,high,TRUE,FALSE,,,,,,TRUE,FALSE,no_type_compatible_overlap,,"[""P4680""]",,,"[""Q29934200""]",,all_changed_qualifiers_are_metadata_or_irrelevant_for_family,,,,,,,,,,,,unclear,unclear,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,coincidental_or_weak,diagnostic,"Diagnostic unknown-causality T-box case: mapped required_statement constraint Q21503247 exists/changed, but semantic changes are absent or only ignored metadata ([""P4680""]), and concrete report overlap is missing.",chatgpt_tbox_example,2026-06-02T12:30:00Z
reform_Q1929552_P2521_1725922197,Q1929552,P2521,T_BOX,T_BOX,UNKNOWN_TBOX_CAUSALITY,low,TBOX_UNKNOWN_TBOX_CAUSALITY,diagnostic_tbox_unknown_causality,,FALSE,TRUE,head,Q53869507,Q21503247,item-requires-statement constraint,mapped_violation_constraint_changed,tbox_schema_causality,unknown_tbox_causality,none_expected,none_expected,[],,,,TBOX::P2521::1725922197,TBOX::P2521::1725922197,Item P|3321,"[""Item P|3321""]",Q21503247,item requires statement constraint,required_statement,Q21503247,item requires statement constraint,mapped_violation_constraint_changed,high,TRUE,FALSE,,,,,,TRUE,FALSE,no_type_compatible_overlap,,"[""P4680""]",,,"[""Q29934200""]",,all_changed_qualifiers_are_metadata_or_irrelevant_for_family,,,,,,,,,,,,unclear,unclear,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,coincidental_or_weak,diagnostic,"Diagnostic unknown-causality T-box case: mapped required_statement constraint Q21503247 exists/changed, but semantic changes are absent or only ignored metadata ([""P4680""]), and concrete report overlap is missing.",chatgpt_tbox_example,2026-06-02T12:30:00Z
